caption,comments1,comments,likes,timestamp,url,collection date,timespan,time,wc,log(wc),post interval,pf,sf,sf_new,saturation,revenue,posts,person,plant,cluster1,cluster2,cluster3,pfr,sfr
"Deep-seated comfort meets personalized style. The Westwood Sofa is designed for relaxed living with tailored upholstery and customizable features to fit your home. 
Shop in-stores or online at www.potterybarn.in",0,0,3469,2025-11-11T18:01:15.000Z,https://www.instagram.com/p/DQ7A9uvDD_I/,16-03-2026,11-11-2025,85,4,1.609437912,1,1,8,7,88,2.946013894,4680,1,1,,1,0,8,7
"Crafted of steel and glass with a nickel, brass, or bronze finish, this Contract Grade piece combines timeless design with lasting strength.

Visit us in-store or shop online at www.potterybarn.in",83,83,3469,2025-01-04T07:45:00.000Z,https://www.instagram.com/p/DEZVB0woux5/,16-03-2026,04-01-2025,349,30,3.433987204,0,1,9,7,74,3.53973871,9100,1,0,,1,0,4,7
"This Karwachauth, celebrate togetherness in hues that mirror your bond. Discover Benarasi silk sarees, silk kurtas for men, hand-embroidered kurta sets, intricate jewellery, and thoughtful Sargi gifts, each crafted to make your festive moments memorable.

Now in stores.
Shop the collection and embrace the beauty of tradition, craftsmanship, and connection.

#Fabindia #celebrateIndia #celebratingpeople  #Karwachauth #Sargi  #SilkKurtas #FestiveWear #FabindiaStyle #CelebrateTogetherness #FestiveEdit #EthnicElegance #HandcraftedTradition

[Fabindia Karwachauth collection, Sargi gifting ideas, Benarasi silk sarees, silk kurta for men, hand-embroidered kurta sets, intricate jewellery, festive fashion 2025, Karwachauth outfit ideas, ethnic wear for couples, handcrafted elegance, traditional celebrations, festive shopping Fabindia]",52,52,3471,2025-11-28T18:02:10.000Z,https://www.instagram.com/p/DRmynFaFipd/,16-03-2026,28-11-2025,74,34,3.555348061,1,6,9,7,100,4.247238973,4680,1,0,,0,0,3,7
"A casual, low-profile sectional with sink-right-in cushions and a terminal chaise for ultimate relaxation. 

Shop now on www.westelm.in.",343,343,3475,2026-01-06T18:01:13.000Z,https://www.instagram.com/p/DTLNvW0imXJ/,16-03-2026,06-01-2026,40,42,3.761200116,1,1,4,7,80,2.942424347,4680,0,1,,0,1,6,7
"A slower Christmas unfolds through soft light, warm wood, and thoughtfully quiet spaces. Calm, grounded, and timeless — a return to simplicity and quiet joy.
 
Shop in-store or online at www.westelm.in",51,51,3480,2025-09-26T12:30:00.000Z,https://www.instagram.com/p/DPEMVwhk0Yj/,16-03-2026,26-09-2025,141,25,3.258096538,0,2,4,7,1,4.809193274,12300,0,0,,0,1,1,7
"At Fabindia, our people are the heart of everything we do.
This Retail Employee’s Day, we celebrated the faces behind our stores, the ones who bring our crafts, stories and values to life every single day.

Dressed in red to mark the occasion, we came together to honour the dedication, resilience and unwavering commitment of our retail teams. Your passion, warmth and hard work created meaningful experiences for every customer who walked in.

A big thank you to our everyday heroes, we appreciate you, today and always.
Happy Retail Employee’s Day.
.
.
.
.
.
#Fabindia #CelebrateIndia #CelebratingPeople #RetailDay",0,0,3484,2026-01-24T18:00:31.000Z,https://www.instagram.com/p/DT5jxklAdVG/,16-03-2026,24-01-2026,28,27,3.33220451,0,4,5,7,26,3.557679853,4680,0,1,,1,0,0,7
"Organic beauty - Clay and glaze, designed for everyday style.

Visit us in-store or shop online at www.potterybarn.in",91,91,3486,2025-04-19T07:50:00.000Z,https://www.instagram.com/p/DIqR3yBSC9e/,16-03-2026,19-04-2025,243,26,3.295836866,1,1,3,7,1,0,9100,0,0,,1,1,8,7
"Refresh your space for spring with the Bingley Table Lamp. 

Shop now in-stores or online on
www.westelm.in and illuminate your evenings.",0,0,3487,2025-09-11T11:21:12.000Z,https://www.instagram.com/p/DOdcf4Pgazm/,16-03-2026,11-09-2025,161,21,3.091042453,1,2,3,7,30,2.677302864,9100,0,0,,0,1,0,7
"The foundation of good design.

Looking for the perfect rug? Book a free Interior Design Services appointment and we can help you choose.",87,87,3489,2026-01-13T18:00:26.000Z,https://www.instagram.com/p/DTdPMOLErgp/,16-03-2026,13-01-2026,35,21,3.091042453,1,3,7,7,55,2.694060803,4680,0,1,,0,0,3,7
"Add instant festive cheer to trees. Timeless, tonal design for a touch of seasonal delight. 

Tap to shop now.",0,0,3491,2025-10-06T18:00:45.000Z,https://www.instagram.com/p/DPeUab8jLwG/,16-03-2026,06-10-2025,125,60,4.110873864,1,1,6,7,71,5.200868467,4680,0,0,,1,1,9,7
"Artisanal charm for every corner. From hand-painted vases to timeless bowls, our decor collection adds character to any space.

Shop now on www.potterybarn.in or in-stores now.",0,0,3491,2025-08-19T20:01:09.000Z,https://www.instagram.com/p/DNjGTE8hCB7/,16-03-2026,19-08-2025,178,32,3.496507561,0,1,5,7,103,0,4680,1,1,,1,1,6,7
"Crisp tailoring and inviting comfort, Perfect for long dinners. 

Available now In-Stores or Shop Online at www.westelm.in",0,0,3494,2026-02-05T11:54:19.000Z,https://www.instagram.com/p/DUYA_vIk4um/,16-03-2026,05-02-2026,23,31,3.465735903,0,1,2,7,1,2.00338542,12300,0,1,,0,0,3,7
"Where rustic texture meets glossy elegance—style the French Glaze Ceramic Collection your way.

Shop now.",53,53,3496,2025-12-25T18:00:19.000Z,https://www.instagram.com/p/DSsT-YWFiFn/,16-03-2026,25-12-2025,48,94,4.553876892,0,1,7,7,40,2.303827471,4680,1,1,,0,1,0,7
From white plates to Nutcrackers. It's time to turn your home into a holiday happening.,0,0,3496,2025-05-31T14:56:32.000Z,https://www.instagram.com/p/DKUnQ2cpKze/,16-03-2026,31-05-2025,220,8,2.197224577,1,0,4,7,80,4.868090233,10350,0,0,,1,0,0,7
"Today we celebrate triumph over daunting challenges.
A day where the victory of Dussehra and the devotion of Dashami come together as one.

Each story carries its own meaning, yet together they remind us of a single truth that through courage, resilience, and unity, we overcome and rise stronger.

This day is not only about remembrance, but about renewal about carrying forward the light of truth and strength into every tomorrow.

Wishing you a day filled with hope, renewal, and the enduring power of overcoming.
.
.
.
.
#Fabindia, #CelebrateIndia, #CelebratingPeople, #Dussehra, #Dashami, #IndiaCelebrates, #FestiveSpirit, #LightAndLegacy

[Dussehra, Dashami, celebration, Dasara, Pujo, overcoming, courage, resilience, strength, renewal, devotion, truth, legacy]",0,0,3497,2026-02-03T08:15:02.000Z,https://www.instagram.com/p/DUSeaWIDtHw/,16-03-2026,03-02-2026,24,30,3.433987204,0,5,4,7,137,4.365924333,4750,1,1,,1,0,7,7
"Everlasting style—and crafted stems that look and feel timeless.

Visit us in-store or shop online at www.potterybarn.in",68,68,3497,2025-06-05T05:56:44.000Z,https://www.instagram.com/p/DKghdqfpp8y/,16-03-2026,05-06-2025,216,45,3.828641396,0,2,2,7,89,2.194331053,10350,0,1,,1,0,2,7
"Add heritage to your walls with this vintage inspired accent. It’s not just Decor, it’s Storytelling. 

Visit us in-store or shop online at www.potterybarn.in",77,77,3498,2025-12-21T08:02:25.000Z,https://www.instagram.com/p/DShJ_hDjknr/,16-03-2026,21-12-2025,54,28,3.36729583,1,1,5,7,30,4.113269065,4750,1,1,,1,1,8,7
"Solid wood with a rich, natural grain and a sculptural open frame. A warm minimal accent that works in any space. 

Available now In-Stores or Shop Online at www.westelm.in",29,29,3498,2025-10-25T12:30:00.000Z,https://www.instagram.com/p/DQO3ZrVgXNC/,16-03-2026,25-10-2025,105,18,2.944438979,1,0,7,7,1,0,9100,0,0,,1,1,0,7
"A home feels complete when beauty meets purpose. Designed to cradle fresh blooms and everyday rituals alike, this vase lends a sense of permanence to fleeting seasons.",78,78,3498,2025-09-21T09:01:22.000Z,https://www.instagram.com/p/DO28Ztckeoi/,16-03-2026,21-09-2025,147,58,4.077537444,1,0,0,7,21,2.16930381,4750,0,0,,1,0,0,7
"A foundation of natural wood. A finish of refined comfort. Jake grounds your space with ease.

Visit in stores or shop now at www.potterybarn.in",57,57,3649,2025-05-05T09:58:30.000Z,https://www.instagram.com/p/DJRIfRCygEV/,16-03-2026,05-05-2025,234,24,3.218875825,3,1,6,7,1,4.890087871,9100,0,1,,0,1,3,7
"Fabels by Fabindia
A Valentine’s coffee date, dressed in modern classics.
Soft silhouettes, rich textures, and the kind of style that are made for the occasion.

What they’re wearing:
HER: Ajrakh Printed Shirt in Cupro Modal ₹2,999

HIM: Viscose Silk Shirt ₹2499 
Cotton Slub Regular Straight Fit Trouser ₹2199

Explore our latest western wear collection for men and women.

Available at select Fabindia Experience Centres and exclusive Fabels stores near you.
.
.
.
#Fabels #FabelsbyFabindia #westernwear #valentine #valentinesday

[Modern classics, Western wear, Valentine edit, Coffee date look, Ajrakh print, Cupro modal, Viscose silk, Men’s style, Women’s style, Date night dressing]",73,5,3346,2026-03-10T17:02:12.000Z,https://www.instagram.com/p/DVtU44Silq6/,16-03-2026,10-03-2026,3,44,3.80666249,0,0,7,8,115,3.186012915,4680,0,1,,1,1,0,7
"You need a jewel-toned sofa.

Meet Berkeley, hand assembled in North Carolina with jade green performance velvet. Wide arms leave extra room for resting. New in the Fall Collection.",0,0,3401,2025-08-25T15:58:16.000Z,https://www.instagram.com/p/DNyKsOx0osO/,16-03-2026,25-08-2025,173,148,5.003946306,0,5,6,8,97,2.951468893,10350,1,1,,0,0,0,7
"Modern farmhouse charm meets functionality. The Madison Coffee Table anchors your living
space with style and storage. 

Tap to shop now!",0,0,3403,2026-02-25T14:56:02.000Z,https://www.instagram.com/p/DVL11YCExfc/,16-03-2026,25-02-2026,8,10,2.397895273,0,1,5,8,152,4.909977155,10350,1,0,,1,1,10,7
"“𝘞𝘩𝘢𝘵’𝘴 𝘵𝘩𝘦 𝘱𝘭𝘢𝘯? 𝘞𝘩𝘢𝘵’𝘴 𝘵𝘩𝘦 𝘱𝘭𝘢𝘯? 𝘞𝘩𝘢𝘵’𝘴 𝘵𝘩𝘦 𝘱𝘭𝘢𝘯?”
That’s all everyone’s been asking. So we made one.

Friends around the table. Food that keeps coming. A night that runs past midnight.

Complete your New Year with looks that carry you through the night. Classic vests, jackets, and Bandhgalas in cosy wools for men. Fine woven Woollen dresses paired with stoles and statement details for women.

Everything for everybody. Make your New Year stand out.
.
.
.
#fabindia #celebrateIndia #celebratingpeople #newyear #2026 

[ New Years, New Year Outfits, New Year looks, Winter looks, Dinner Party, Dinner set]",78,78,3406,2026-01-15T12:19:22.000Z,https://www.instagram.com/p/DTh_UJogc8u/,16-03-2026,15-01-2026,33,19,2.995732274,1,1,5,8,201,4.779579485,9100,0,0,,0,0,0,7
"ਲੋਹੜੀ ਦੀਆਂ ਲੱਖ ਲੱਖ ਵਧਾਈਆਂ!

Wrapped in woollen layers, Lohri is about til, rewari, gud and laughter with loved ones, cozy moments and togetherness that make the season special

Celebrate in style with cozy woollen wraps, vibrant teal shawls, herringbone wool Nehru jackets, and classic woollen kurtas, perfect for festive winter gatherings

Shop the festive collection now and wrap yourself in warmth this Lohri.
.
.
.
.
#Fabindia #CelebrateIndia #CelebratingPeople #Lohri 

[Lohri, lohri celebration, Woollen layers, woollen Kurtas, Men’s woollen Kurta, nehru jacket, winterwear, ethnic wear, winter ethnic]",0,0,3407,2025-04-29T07:25:00.000Z,https://www.instagram.com/p/DJBaPJeSF4q/,16-03-2026,29-04-2025,236,118,4.779123493,0,1,12,8,75,4.730400652,12300,1,0,,0,0,11,7
"Refined, but never too formal.

@stagedtosellhome
#mycb2",0,0,3410,2024-12-24T08:10:00.000Z,https://www.instagram.com/p/DD9DJrFIBYT/,16-03-2026,24-12-2024,362,20,3.044522438,0,1,3,8,1,2.200517852,9100,1,0,,1,1,1,7
"Our community shows us two ways to shape a space with the Hauge dining table.
 
 
styles the Dark Oak finish for a softer, cocooned feel, whileopts for Natural Oak to create a lighter, more open setting. Different finishes, same contemporary Danish character.
 
 
Discover the Hauge collection via the link in our bio.",0,0,3412,2025-09-25T04:52:57.000Z,https://www.instagram.com/p/DPAzMaPiVSc/,16-03-2026,25-09-2025,143,64,4.17438727,1,4,4,8,165,5.066467,10350,1,1,,1,1,0,8
"With warm wood grain and bold brass, these nesting tables make a small-space statement. Compact, functional, and Fair Trade Certified™. 
Bring them home today!",0,0,3414,2025-10-01T18:01:11.000Z,https://www.instagram.com/p/DPRcdTCDtEa/,16-03-2026,01-10-2025,133,10,2.397895273,0,6,6,8,110,2.077712688,4680,1,1,,0,1,2,8
"Heirlooms in the making.

01. Handmade mirror with rough cast aluminum—@stagedtosellhome

02. Blown glass and travertine pendants by @farrahsit—@ag_studiopr

#mycb2",55,55,3425,2025-07-14T09:42:56.000Z,https://www.instagram.com/p/DMFWWhfzvcN/,16-03-2026,14-07-2025,198,25,3.258096538,2,1,2,8,55,4.346711218,12300,0,0,,0,1,2,8
"Only a few days left – shop BLACK WEEK.

Centred around the eye-catching Santiago table, this dining space blends statement curves and rich tones with soft neutral textures to set the scene for celebration.

Click the link in bio to shop the room in our biggest sale of the year.",0,0,3434,2025-09-16T20:00:49.000Z,https://www.instagram.com/p/DOrCMtugX3G/,16-03-2026,16-09-2025,154,8,2.197224577,0,2,0,8,91,4.5831499,4680,1,0,,1,0,2,8
"Bring a touch of the magical outdoors inside. 

Shop the Faux Potted Cluster Cones on www.potterybarn.in or in-stores now.",59,59,3437,2025-06-27T09:32:28.000Z,https://www.instagram.com/p/DLZjo7AzuYo/,16-03-2026,27-06-2025,208,19,2.995732274,1,1,7,8,1,5.321229544,12300,0,1,,1,0,5,8
"Minimal, versatile, and endlessly stylish. Fill it with candles and let it anchor your centerpiece. 
Shop in stores or online at www.westelm.in",0,0,3493,2026-01-20T13:30:00.000Z,https://www.instagram.com/p/DTu62FFiG3C/,16-03-2026,20-01-2026,29,27,3.33220451,0,0,7,8,1,5.269453285,9100,0,1,,0,1,0,8
"BoConcept by You celebrates the style and individuality of our community. This time, we're inspired by your styling of the Bergamo sofa.

@arqjorgegaribay adds Bergamo's clean lines to a stripped-back, contemporary space. 

Styled by @dilawho, Bergamo brings a modern edge to a family living room.

Shop the Bergamo sofa via the link in our bio.

-----

#LuxurySofaDesign #CurvedSofa #DesignerLivingRoom #Danish Sofa",0,0,3493,2025-09-04T16:33:35.000Z,https://www.instagram.com/p/DOL-roiiUgi/,16-03-2026,04-09-2025,166,27,3.33220451,2,8,4,8,168,4.311841689,10350,1,0,,0,0,6,8
"The perfect finishing touch for your festive tree. 

Available online and in-stores.",0,0,3494,2025-12-24T18:00:31.000Z,https://www.instagram.com/p/DSpvQa3AbUY/,16-03-2026,24-12-2025,51,28,3.36729583,0,1,6,8,103,3.086354391,4680,0,0,,0,0,5,8
"When everything in the room is that one perfect thing—like a scolecite credenza or *that* tiled resin table.

@stagedtosellhome
@lxs_homes

#mycb2",0,0,3498,2025-08-12T08:33:50.000Z,https://www.instagram.com/p/DNP5cwkNbVW/,16-03-2026,12-08-2025,182,20,3.044522438,0,0,0,8,30,4.972775,4750,0,1,,0,1,0,8
"Cozy, comfy and crafted to last, this cotton quilt makes every sleep space feel extra special.

Visit us in-store or shop online at www.potterybarn.in",0,0,3499,2025-12-29T18:01:05.000Z,https://www.instagram.com/p/DS2nJBkiSOt/,16-03-2026,29-12-2025,47,7,2.079441542,1,1,0,8,91,2.782026047,4680,0,0,,0,1,0,8
"Sprinklings of sparkle, crystal and candlelight—these are the things you'll actually want to look at, year after year. Good tidings are here.",44,44,3499,2025-06-02T07:35:00.000Z,https://www.instagram.com/p/DKY-YFXyLzW/,16-03-2026,02-06-2025,218,24,3.218875825,0,1,0,8,1,4.55572846,9100,1,0,,1,1,7,8
"Color combinations that shouldn't work, but absolutely do.

Velvety greens, burnt oranges, espresso browns, electric blues—consider this your cheat sheet for high-impact color pairing.

#mycb2",56,56,3501,2025-07-08T07:01:12.000Z,https://www.instagram.com/p/DL1nB_Ltjz_/,16-03-2026,08-07-2025,201,90,4.510859507,1,0,0,8,59,2.73185612,4750,0,1,,0,1,0,8
"Art that lives on your shelves.

Each Chambray Ceramic Vase is a one-of-a-kind handcrafted piece — subtle in palette, sculptural in form, and timeless in presence.

Shop now.",93,93,3501,2024-10-22T09:08:46.000Z,https://www.instagram.com/p/DBa7yYVyMz7/,16-03-2026,22-10-2024,414,86,4.465908119,2,2,0,8,55,0,9100,1,0,,0,1,0,8
"For those who enjoy bringing people together, the perfect gift adds comfort, atmosphere and a considered touch to hosting at home.

From soft natural textiles to sculptural accents and decorative ceramic stoneware, it's the thoughtful details that elevate every occasion.

Featured gifts:
(01) Sweet Art bowl
(02) Bouclé single cushion
(03) Cuddle Me plaid
(04) Luna metal vase
(05) Paris table lamp

Explore our gift edit via the link in bio.

#MinimalistHomeDecor #QuietLuxuryHome #DesignForLiving",0,0,3510,2025-11-03T18:01:45.000Z,https://www.instagram.com/p/DQmeFdwga_1/,16-03-2026,03-11-2025,90,67,4.219507705,1,1,4,8,95,0,4680,0,1,,1,1,8,8
"BoConcept by You celebrates the style and individuality of our community. This time, we're inspired by how you use colour to add interest to your homes.

Here, @nicolaomara_interiordesign creates a grounding living room with taupe-hued Modena sofa. 

While @this_wallace_farmhouse opts for a Modena sofa in soft pink to bring definition to an open plan layout. 

Shop the Modena sofa via the link in our bio.",94,94,3514,2025-05-05T07:30:00.000Z,https://www.instagram.com/p/DJQ3mruoYKK/,16-03-2026,05-05-2025,239,28,3.36729583,1,1,2,8,60,2.228089878,12300,0,0,,0,1,0,8
"Minimalist style and elegant form scan feel warm and inviting with the Milano sofa.
 
Designed by CLAUDIO BELLINI Studio, Milano balances an architectural silhouette with soft curves and relaxed comfort. Styled with sculptural accents, it creates a calm, considered living space that supports the rhythms of everyday life.
 
Discover the Milano sofa via the link in our bio.
 
#ModernLivingRoom #QuietLuxuryHome #DesignForLiving #FunctionalLuxury #DanishSofa",97,97,3526,2025-08-07T12:30:00.000Z,https://www.instagram.com/p/DNDcnGYTPiU/,16-03-2026,07-08-2025,186,41,3.737669618,1,1,4,8,44,5.118011,12300,1,0,,1,0,1,8
"More than a gift…
a trousseau comes together with pieces that feel familiar.
Soft home accents, everyday tableware, jewellery and clothing,
choices that carry comfort into a new space.

Find gifting that feels personal.
Explore the Wedding Trousseau & Wedding Gifting Edit.
.
.
.
.
.
.

#Fabindia #Celebrateindia #CelebratingPeople #WeddingTrousseau #WeddingStories #RishtonKiBaraat #WeddingGifting #GiftingEdit

[wedding gifting, trousseau gifting, home accents, tableware gifts, jewellery gifting, clothing gifts, curated trousseau, wedding keepsakes, meaningful gifting, modern trousseau edit, Fabindia gifts, wedding essentials, celebration gifting, thoughtful presents, handcrafted gifting]",74,74,2480,2025-10-24T18:02:15.000Z,https://www.instagram.com/p/DQMqoHQEwdp/,16-03-2026,24-10-2025,106,80,4.394449155,1,1,8,9,130,2.236759457,4680,0,0,,0,0,1,8
"Simple lines, gentle curves and everyday comfort come together in the Princeton chair.
 
Part of our LIVE STYLE FOR LESS edit, Princeton brings a soft, inviting feel to quiet corners beyond the dining room. With its sculpted seat and supportive back, it works beautifully in a bedroom or reading nook – a comfortable spot to pause, unwind or start the day.
 
Discover Danish design at minimalist prices via the link in our bio.
 
#MinimalistHomeDecor #DesignForLiving #MindfulDesign",64,64,2488,2025-06-28T16:29:46.000Z,https://www.instagram.com/p/DLc4MQjJZgR/,16-03-2026,28-06-2025,205,65,4.189654742,1,1,5,9,122,2.178789761,10350,0,1,,0,1,5,8
"Materialistic and fine with it. Elevate everything with the likes of Torrento gray marble and pure, unpolished travertine.

@mbyinteriors
@luxurypointstudio

#mycb2",0,0,2489,2025-08-05T07:01:17.000Z,https://www.instagram.com/p/DM9tTFjsE1S/,16-03-2026,05-08-2025,186,21,3.091042453,0,1,9,9,28,2.377353368,4750,1,0,,0,1,3,8
"In this recent design project in Germany, we created a sense of calm continuity while giving each space its own unique character.
 
A gentle colour palette, recurring silhouettes and carefully balanced proportions flow from living areas into the bedroom and garden, across the home. By layering texture and refining form, the design feels cohesive without becoming uniform – bringing a feeling of ease to individual zones, connected through thoughtful design.
 
Want advice styling your home? Our Interior Designers are here to help via the link in bio.
 
#DesignerLivingRoom #DesignForLiving #QuietLuxuryHome #ContemporaryInteriorDesign",62,62,2496,2026-02-13T18:01:04.000Z,https://www.instagram.com/p/DUtDvf1gX1z/,16-03-2026,13-02-2026,19,30,3.433987204,1,1,8,9,109,3.034017167,4680,0,0,,0,1,7,8
"Introducing the Paris lamp by Hans Thyge. 

Inspired by the iconic one-spoke steering wheel of the1955 Citroën DS, this portable, rechargeable design combines everyday function with sculptural form. 

Shop the new Paris lamp via the link in our bio.

--------

#MinimalistHomeDecor #FunctionalLuxury #DesignForLiving",0,0,3347,2025-12-15T08:33:57.000Z,https://www.instagram.com/p/DSRw365Cem-/,16-03-2026,15-12-2025,58,68,4.234106505,0,3,2,9,146,2.756372791,10350,1,1,,1,1,0,8
"You could say we're in our blue period.

@mojostumer.interiors
@seededhome
#mycb2",0,0,3349,2025-09-08T07:04:48.000Z,https://www.instagram.com/p/DOVQuiQDLii/,16-03-2026,08-09-2025,163,13,2.63905733,0,1,5,9,61,4.262664791,4750,1,0,,1,0,7,9
"Designed to bring simplicity and elegance to everyday life, Element bedroom storage combines generous storage with a clean, architectural look that complements modern life. 

Refine your bedroom storage via the link in our bio.",52,52,3349,2024-12-09T08:00:00.000Z,https://www.instagram.com/p/DDWaGwXSxTT/,16-03-2026,09-12-2024,378,27,3.33220451,2,1,0,9,1,4.682610546,9100,1,1,,0,0,2,9
"The epitome of colorful and collected.

@real_simple
@sans.murs
@markweinbergny

#RSHome2025",0,0,3350,2025-08-17T12:30:00.000Z,https://www.instagram.com/p/DNfxZLSh67w/,16-03-2026,17-08-2025,180,17,2.890371758,1,1,6,9,1,2.953464225,9100,0,1,,0,1,4,9
"How to style like the Danes
 
	1.	Avoid excess, focus on functional items that are inherently beautiful
	2.	Embrace warm woods and neutral finishes to maintain a cosy, inviting atmosphere
	3.	Allow for open space and uncluttered surfaces to create a sense of calm
 
Shop the look via the link in our bio.
 
———
 
#InteriorGoals #MindfulDesign #FunctionalLuxury",0,0,3352,2025-09-21T13:37:43.000Z,https://www.instagram.com/p/DO3cEZXCezf/,16-03-2026,21-09-2025,150,26,3.295836866,3,1,6,9,55,5.016221,10350,1,1,,0,1,4,9
"Modern dining looks different for each of us. Which of our LIVE STYLE FOR LESS dining chairs would you choose:

Find your favourite via the link in bio.
 
#MinimalistHomeDecor #FunctionalLuxury #DesignForLiving",0,0,3355,2024-11-22T07:30:00.000Z,https://www.instagram.com/p/DCqlJ3ay1G3/,16-03-2026,22-11-2024,392,18,2.944438979,2,1,9,9,3,3.035751315,12300,0,0,,1,0,3,9
"Elevate your space with modern design at extraordinary prices. Explore the West Elm collection at the @luxuryshoppingfestival 

Find us at Ambience Mall, Gurgram, Jio World Drive, Mumbai or shop online at www.westelm.in.",0,0,2499,2025-09-10T19:01:19.000Z,https://www.instagram.com/p/DObr5X5k1qd/,16-03-2026,10-09-2025,162,29,3.401197382,1,6,4,10,88,4.422174644,4680,0,0,,1,0,1,9
"A touch of metallic shine. Make a statement with our Metallic Bud Vases. 

Available online and in-stores.",38,38,2502,2025-12-19T17:02:47.000Z,https://www.instagram.com/p/DSc5Wb7ges1/,16-03-2026,19-12-2025,55,36,3.610917913,0,1,2,10,54,5.269798096,4680,1,1,,1,0,1,9
"Transform your home this Black Friday with unbeatable savings on furniture, lighting, and more. 

Shop exclusive deals now on www.westelm.in or in-stores.",0,0,2506,2026-01-13T13:06:03.000Z,https://www.instagram.com/p/DTc7ERnDbFd/,16-03-2026,13-01-2026,36,8,2.197224577,0,1,8,10,42,4.267729538,12300,0,0,,0,0,3,10
"Timeless Design. Limited-Time Deal.

Upgrade your space with West Elm’s iconic Mid-Century Bookcases — Offer valid till 20th April. Don’t miss out!",0,0,2507,2025-12-14T18:01:37.000Z,https://www.instagram.com/p/DSP_S6skqKf/,16-03-2026,14-12-2025,59,13,2.63905733,1,1,4,10,53,2.141315844,4680,1,0,,0,1,7,10
"A handcrafted ceramic bird, each uniquely molded to bring artistic charm to your space. 

Visit now or bring home this artisanal touch at www.potterybarn.in.",52,52,2508,2024-12-27T07:40:00.000Z,https://www.instagram.com/p/DEEuNDTyxLW/,16-03-2026,27-12-2024,360,28,3.36729583,2,1,0,10,82,4.48460048,9100,0,0,,1,0,0,10
"Celebrate this season with our handpicked curation of Diwali gifting. 

Introducing our exclusive gift packaging design.

 • Kora Pillar Candle Hamper – ₹7,500
 • Starlight Stemware Hamper – ₹10,000
 • Stemware Bar Collection Hamper – ₹17,500

Available for a limited time, in stores and online at www.westelm.in.",0,0,2870,2025-01-13T08:40:51.000Z,https://www.instagram.com/p/DEwmkeKoTgd/,16-03-2026,13-01-2025,345,28,3.36729583,0,1,1,10,73,3.978966327,9100,0,1,,0,1,3,10
"A thoughtful gift that will be treasured for years to come. Choose the perfect Tabletop Frames at West Elm. 

Available online and in-stores now.",0,0,3456,2025-12-20T20:01:01.000Z,https://www.instagram.com/p/DSf1WgXgYzG/,16-03-2026,20-12-2025,55,29,3.401197382,0,1,4,10,53,4.671801576,4680,1,1,,1,1,2,10
"Where tradition meets imagination. 

Step behind the scenes with @teaonthebluesofa and her team as they sketch the first strokes of our exclusive Diwali gift hamper prints- designed with love, storytelling and timeless indian artistry. 

Only at Pottery Barn India.",0,0,3458,2026-01-08T11:37:15.000Z,https://www.instagram.com/p/DTP47eriXoe/,16-03-2026,08-01-2026,39,13,2.63905733,1,4,4,10,166,3.841325946,10350,1,1,,0,0,1,10
"“Nature is a constant source of inspiration for me.” – @helenachristensen 

Step into our Global Artistic Director's world with an exclusive set of art prints. Each photograph captures the magic and intricacies of nature, reflecting Helena's passion for bringing the outdoors in and finding beauty in the everyday.

Click the link in our bio to shop Helena's Flora art prints.",29,29,3458,2025-11-27T18:01:05.000Z,https://www.instagram.com/p/DRkNveGlqOG/,16-03-2026,27-11-2025,74,81,4.406719247,0,1,7,10,69,4.159808116,4680,0,1,,1,0,5,10
All dressed up like a Christmas tree. Swipe to see how we get festive.,0,0,3461,2025-10-07T15:40:42.000Z,https://www.instagram.com/p/DPg23MYiU_r/,16-03-2026,07-10-2025,124,72,4.290459441,0,2,0,10,43,3.618411052,10350,0,1,,1,0,0,10
"A new destination for Danish design.
 
BoConcept Singapore opens its doors at 270 Orchard Road at 11am on Tuesday 3rd March.
 
Discover sculptural silhouettes, refined comfort and fully customisable designs created to fit the way you live. From the iconic Imola chair to modular sofas and dining made for gathering, every detail is designed to feel considered and distinctly yours.
 
Experience Danish design, tailored to you.
 
📍 270 Orchard Road
 🗓 Tuesday, 3 March 2026
 ⏰ 11am",60,60,3461,2024-09-18T12:30:00.000Z,https://www.instagram.com/p/DADv1zOydYl/,16-03-2026,18-09-2024,433,17,2.890371758,2,1,1,10,1,3.681280596,12300,0,0,,0,1,2,10
"Rooms from our 2025 saves that we can't stop thinking about.

@stagedtosellhome

#mycb2",0,0,3463,2025-09-02T18:00:12.000Z,https://www.instagram.com/p/DOG7rvDFSVQ/,16-03-2026,02-09-2025,168,11,2.48490665,1,3,6,10,106,0,4680,0,1,,1,1,2,10
"Lounge, sprawl, stay awhile. Comfort looks good here.

Shop in stores or online at www.westelm.in",76,7,649,2026-03-14T17:32:44.000Z,https://www.instagram.com/p/DV35R9fCcm4/,16-03-2026,14-03-2026,1,52,3.970291914,0,9,5,11,39,2.984857567,10350,0,0,,0,0,4,10
In our materialistic era and fine with it.,76,76,2513,2026-02-18T20:00:46.000Z,https://www.instagram.com/p/DU6WBFBATQ9/,16-03-2026,18-02-2026,13,87,4.477336814,0,1,8,11,135,4.674585705,4680,0,1,,0,1,3,10
